Age group by 5,Category,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Almont Money,Customers by Season,Money by Accessories,Money by Clothing,Money by Footwear,Money by Outerwear,Previous Purchases,Purchase Amount (USD),Review Rating
65-70,Clothing,Beige,844,Yes,Weekly,Male,Hoodie,Pennsylvania,PayPal,Yes,Summer,Express,S,Yes,65,,,,,,,6,80,3.2
55-60,Footwear,Purple,845,Yes,Bi-Weekly,Male,Sandals,Missouri,Venmo,Yes,Winter,Express,L,Yes,59,,,,,,,44,48,4.4
30-35,Accessories,Charcoal,846,Yes,Monthly,Male,Belt,Michigan,Venmo,Yes,Winter,Standard,XL,Yes,31,,,,,,,30,21,3.7
45-50,Footwear,Pink,847,Yes,Quarterly,Male,Boots,Kentucky,Debit Card,Yes,Spring,Express,M,Yes,49,,,,,,,42,72,3.7
50-55,Clothing,Blue,848,Yes,Monthly,Male,Hoodie,New Jersey,PayPal,Yes,Fall,Standard,L,Yes,53,44,848,,44,,,30,44,4.1
45-50,Footwear,Lavender,849,Yes,Bi-Weekly,Male,Sandals,Delaware,Credit Card,Yes,Fall,Store Pickup,M,Yes,48,73,849,,,73,,33,73,3.6
20-25,Clothing,Charcoal,850,Yes,Quarterly,Male,Jeans,Missouri,PayPal,Yes,Spring,Express,S,Yes,23,,,,,,,24,61,4.3
65-70,Footwear,Turquoise,851,Yes,Monthly,Male,Shoes,Connecticut,Venmo,Yes,Winter,Store Pickup,L,Yes,68,,,,,,,13,20,2.6
35-40,Footwear,Red,852,Yes,Monthly,Male,Sandals,Massachusetts,Debit Card,Yes,Summer,Express,M,Yes,35,,,,,,,19,86,2.9
30-35,Clothing,Yellow,853,Yes,Every 3 Months,Male,Dress,Florida,Debit Card,Yes,Spring,Next Day Air,L,Yes,34,,,,,,,23,60,4.2
60-65,Accessories,Orange,854,Yes,Monthly,Male,Hat,Delaware,Cash,Yes,Winter,Free Shipping,L,Yes,62,,,,,,,35,43,4
20-25,Clothing,Blue,855,Yes,Monthly,Male,Pants,California,Venmo,Yes,Spring,Free Shipping,L,Yes,21,,,,,,,22,44,4.3
70-75,Clothing,Gold,856,Yes,Quarterly,Male,Socks,Oregon,Credit Card,Yes,Spring,2-Day Shipping,L,Yes,70,,,,,,,14,76,3
55-60,Clothing,Gold,857,Yes,Fortnightly,Male,Shirt,Alaska,Debit Card,Yes,Summer,Express,M,Yes,55,,,,,,,47,33,3.5
40-45,Clothing,Cyan,858,Yes,Every 3 Months,Male,Shorts,Missouri,Debit Card,Yes,Fall,Standard,L,Yes,43,60,858,,60,,,50,60,3
15-20,Outerwear,Olive,859,Yes,Weekly,Male,Jacket,Oklahoma,PayPal,Yes,Fall,Free Shipping,L,Yes,19,26,859,,,,26,33,26,3.1
45-50,Clothing,Teal,860,Yes,Monthly,Male,Hoodie,Wisconsin,Debit Card,Yes,Winter,Next Day Air,M,Yes,47,,,,,,,7,73,4
25-30,Footwear,Maroon,861,Yes,Monthly,Male,Shoes,South Carolina,Cash,Yes,Spring,Standard,M,Yes,26,,,,,,,3,87,4.1
45-50,Clothing,Green,862,Yes,Every 3 Months,Male,Skirt,Virginia,Credit Card,Yes,Spring,2-Day Shipping,XL,Yes,46,,,,,,,35,100,3.3
15-20,Outerwear,Charcoal,863,Yes,Fortnightly,Male,Coat,Arkansas,PayPal,Yes,Winter,Standard,M,Yes,19,,,,,,,13,84,4.9
45-50,Footwear,Cyan,864,Yes,Fortnightly,Male,Sneakers,Vermont,PayPal,Yes,Summer,Standard,M,Yes,49,,,,,,,42,41,3.9
50-55,Clothing,Charcoal,865,Yes,Annually,Male,Jeans,Kentucky,PayPal,Yes,Winter,Next Day Air,S,Yes,51,,,,,,,5,59,3.9
60-65,Clothing,Charcoal,866,Yes,Annually,Male,Blouse,Colorado,Venmo,Yes,Winter,Store Pickup,L,Yes,64,,,,,,,23,26,4.8
65-70,Accessories,Lavender,867,Yes,Bi-Weekly,Male,Sunglasses,New Mexico,PayPal,Yes,Summer,Free Shipping,M,Yes,67,,,,,,,11,69,2.7
35-40,Outerwear,Turquoise,868,Yes,Fortnightly,Male,Jacket,Colorado,Bank Transfer,Yes,Spring,Free Shipping,M,Yes,37,,,,,,,23,20,3.1
40-45,Clothing,Green,869,Yes,Every 3 Months,Male,Dress,North Carolina,Credit Card,Yes,Summer,Next Day Air,M,Yes,40,,,,,,,2,83,3.2
35-40,Accessories,Silver,870,Yes,Weekly,Male,Hat,New Hampshire,PayPal,Yes,Spring,2-Day Shipping,M,Yes,38,,,,,,,33,54,2.7
65-70,Clothing,Blue,871,Yes,Bi-Weekly,Male,Hoodie,West Virginia,Bank Transfer,Yes,Fall,Standard,M,Yes,66,66,871,,66,,,6,66,2.5
45-50,Accessories,Charcoal,872,Yes,Quarterly,Male,Handbag,Hawaii,Debit Card,Yes,Spring,Next Day Air,M,Yes,47,,,,,,,45,42,2.6
55-60,Clothing,Pink,873,Yes,Quarterly,Male,Jeans,North Dakota,Cash,Yes,Spring,Standard,M,Yes,56,,,,,,,25,33,2.9
50-55,Footwear,Pink,874,Yes,Quarterly,Male,Boots,Mississippi,Venmo,Yes,Summer,Free Shipping,M,Yes,51,,,,,,,24,77,4.2
25-30,Outerwear,Magenta,875,Yes,Every 3 Months,Male,Jacket,Maine,Venmo,Yes,Fall,Free Shipping,M,Yes,25,65,875,,,,65,10,65,4.4
35-40,Footwear,Gray,876,Yes,Every 3 Months,Male,Sandals,North Dakota,Bank Transfer,Yes,Summer,Free Shipping,L,Yes,37,,,,,,,7,39,4.1
40-45,Accessories,Gray,877,Yes,Weekly,Male,Belt,Nebraska,Debit Card,Yes,Summer,2-Day Shipping,L,Yes,41,,,,,,,1,51,3.8
60-65,Accessories,Orange,878,Yes,Every 3 Months,Male,Handbag,Nebraska,Venmo,Yes,Winter,Next Day Air,M,Yes,64,,,,,,,45,65,4.9
20-25,Accessories,Black,879,Yes,Weekly,Male,Sunglasses,Tennessee,Debit Card,Yes,Summer,Express,S,Yes,23,,,,,,,37,89,4.9
60-65,Clothing,Lavender,880,Yes,Quarterly,Male,Skirt,Wyoming,PayPal,Yes,Spring,Free Shipping,S,Yes,62,,,,,,,14,76,4.1
35-40,Accessories,Red,881,Yes,Monthly,Male,Backpack,Nevada,Debit Card,Yes,Spring,Express,L,Yes,39,,,,,,,25,75,3.1
50-55,Footwear,Silver,882,Yes,Annually,Male,Sandals,South Carolina,Venmo,Yes,Summer,Next Day Air,M,Yes,52,,,,,,,18,61,2.7
50-55,Footwear,Cyan,883,Yes,Every 3 Months,Male,Boots,Virginia,Cash,Yes,Fall,Next Day Air,M,Yes,50,35,883,,,35,,37,35,3.8
25-30,Footwear,Gold,884,Yes,Monthly,Male,Sneakers,Pennsylvania,Bank Transfer,Yes,Fall,Free Shipping,S,Yes,28,37,884,,,37,,30,37,4.3
65-70,Clothing,Yellow,885,Yes,Weekly,Male,Skirt,Hawaii,Bank Transfer,Yes,Winter,Express,L,Yes,67,,,,,,,34,91,4.1
40-45,Clothing,Purple,886,Yes,Every 3 Months,Male,Dress,Ohio,Debit Card,Yes,Fall,Free Shipping,L,Yes,41,99,886,,99,,,49,99,4.4
15-20,Clothing,Brown,887,Yes,Monthly,Male,Shorts,Utah,Bank Transfer,Yes,Summer,Express,S,Yes,19,,,,,,,48,54,3.6
70-75,Accessories,Turquoise,888,Yes,Fortnightly,Male,Handbag,Minnesota,PayPal,Yes,Winter,2-Day Shipping,L,Yes,70,,,,,,,33,47,3.3
45-50,Accessories,Gold,889,Yes,Annually,Male,Scarf,New Hampshire,Cash,Yes,Spring,Express,S,Yes,49,,,,,,,44,77,3.6
55-60,Accessories,Olive,890,Yes,Weekly,Male,Belt,Arizona,Venmo,Yes,Fall,Free Shipping,S,Yes,59,84,890,84,,,,50,84,2.8
50-55,Accessories,Purple,891,Yes,Monthly,Male,Gloves,New York,Credit Card,Yes,Spring,2-Day Shipping,S,Yes,52,,,,,,,47,51,4.3
20-25,Clothing,Lavender,892,Yes,Every 3 Months,Male,Skirt,Pennsylvania,PayPal,Yes,Summer,Store Pickup,S,Yes,20,,,,,,,24,26,3.9
30-35,Clothing,Gray,893,Yes,Monthly,Male,Shorts,New Mexico,Debit Card,Yes,Summer,Free Shipping,L,Yes,31,,,,,,,43,64,2.7
30-35,Accessories,Red,894,Yes,Monthly,Male,Backpack,Nebraska,Venmo,Yes,Spring,Express,M,Yes,33,,,,,,,14,51,4.7
40-45,Clothing,Purple,895,Yes,Quarterly,Male,Hoodie,Wyoming,Debit Card,Yes,Spring,Free Shipping,L,Yes,44,,,,,,,3,60,3.8
40-45,Accessories,Olive,896,Yes,Quarterly,Male,Hat,Mississippi,Debit Card,Yes,Spring,Next Day Air,XL,Yes,40,,,,,,,33,69,4.7
65-70,Accessories,Lavender,897,Yes,Fortnightly,Male,Jewelry,Arkansas,Cash,Yes,Spring,Express,M,Yes,69,,,,,,,38,29,4.7
25-30,Clothing,Gray,898,Yes,Weekly,Male,Shirt,Illinois,Venmo,Yes,Spring,Express,M,Yes,29,,,,,,,46,91,3.4
50-55,Accessories,Red,899,Yes,Every 3 Months,Male,Belt,Nevada,Bank Transfer,Yes,Spring,2-Day Shipping,L,Yes,54,,,,,,,19,70,3.5
65-70,Clothing,Peach,900,Yes,Annually,Male,Sweater,Rhode Island,PayPal,Yes,Summer,Standard,M,Yes,65,,,,,,,20,58,4
50-55,Accessories,Gray,901,Yes,Quarterly,Male,Hat,West Virginia,Bank Transfer,Yes,Fall,Free Shipping,L,Yes,54,98,901,98,,,,42,98,3.3
60-65,Accessories,Violet,902,Yes,Monthly,Male,Scarf,Missouri,Cash,Yes,Summer,2-Day Shipping,L,Yes,60,,,,,,,34,68,4.7
40-45,Accessories,Beige,903,Yes,Monthly,Male,Hat,Kentucky,Cash,Yes,Summer,Next Day Air,M,Yes,43,,,,,,,5,44,2.8
40-45,Outerwear,Blue,904,Yes,Quarterly,Male,Jacket,Washington,PayPal,Yes,Winter,Express,M,Yes,44,,,,,,,3,45,3.3
65-70,Clothing,Magenta,905,Yes,Every 3 Months,Male,T-shirt,Alaska,PayPal,Yes,Spring,Free Shipping,L,Yes,69,,,,,,,46,99,2.9
45-50,Clothing,Cyan,906,Yes,Annually,Male,Dress,Mississippi,Venmo,Yes,Spring,Standard,S,Yes,46,,,,,,,16,68,2.8
40-45,Clothing,Red,907,Yes,Bi-Weekly,Male,Pants,South Carolina,Debit Card,Yes,Spring,Standard,M,Yes,41,,,,,,,21,56,4.2
30-35,Clothing,Cyan,908,Yes,Bi-Weekly,Male,Sweater,Missouri,Credit Card,Yes,Winter,Express,L,Yes,32,,,,,,,34,43,4.4
25-30,Accessories,Turquoise,909,Yes,Every 3 Months,Male,Sunglasses,New Jersey,PayPal,Yes,Winter,Free Shipping,M,Yes,26,,,,,,,9,99,3.6
60-65,Accessories,Silver,910,Yes,Weekly,Male,Belt,Louisiana,PayPal,Yes,Fall,Express,L,Yes,61,56,910,56,,,,36,56,2.7
45-50,Clothing,Pink,911,Yes,Monthly,Male,Hoodie,South Carolina,Credit Card,Yes,Spring,Express,S,Yes,49,,,,,,,22,25,3.4
50-55,Clothing,Black,912,Yes,Quarterly,Male,Pants,Vermont,Bank Transfer,Yes,Winter,2-Day Shipping,M,Yes,53,,,,,,,2,74,2.8
20-25,Clothing,Green,913,Yes,Monthly,Male,Hoodie,Arkansas,Bank Transfer,Yes,Winter,Next Day Air,M,Yes,24,,,,,,,32,56,3.4
35-40,Footwear,Yellow,914,Yes,Every 3 Months,Male,Sneakers,Utah,Cash,Yes,Fall,Next Day Air,M,Yes,37,47,914,,,47,,29,47,2.6
40-45,Clothing,Purple,915,Yes,Every 3 Months,Male,Dress,Washington,Venmo,Yes,Summer,Standard,L,Yes,43,,,,,,,27,67,4.1
30-35,Clothing,Purple,916,Yes,Fortnightly,Male,Dress,Rhode Island,Credit Card,Yes,Winter,Store Pickup,L,Yes,31,,,,,,,33,22,2.9
45-50,Clothing,Blue,917,Yes,Monthly,Male,Jeans,Illinois,Venmo,Yes,Spring,Standard,S,Yes,49,,,,,,,16,34,2.7
65-70,Clothing,Maroon,918,Yes,Quarterly,Male,Sweater,Missouri,Bank Transfer,Yes,Spring,Standard,M,Yes,69,,,,,,,11,64,3.7
65-70,Clothing,Orange,919,Yes,Fortnightly,Male,Shorts,North Carolina,Cash,Yes,Spring,2-Day Shipping,M,Yes,65,,,,,,,11,42,4.3
40-45,Clothing,Green,920,Yes,Bi-Weekly,Male,Shirt,Massachusetts,Debit Card,Yes,Winter,2-Day Shipping,L,Yes,41,,,,,,,17,82,2.6
35-40,Accessories,Gold,921,Yes,Weekly,Male,Belt,Arkansas,Cash,Yes,Summer,Free Shipping,XL,Yes,37,,,,,,,37,81,4.3
70-75,Outerwear,Silver,922,Yes,Weekly,Male,Coat,South Dakota,PayPal,Yes,Summer,Express,L,Yes,70,,,,,,,18,24,4.1
60-65,Footwear,Cyan,923,Yes,Monthly,Male,Sneakers,Georgia,Credit Card,Yes,Fall,Standard,M,Yes,63,60,923,,,60,,13,60,4.2
55-60,Clothing,Silver,924,Yes,Weekly,Male,Shirt,Arkansas,PayPal,Yes,Spring,2-Day Shipping,M,Yes,55,,,,,,,7,24,4.2
50-55,Clothing,Beige,925,Yes,Quarterly,Male,Socks,Kansas,Cash,Yes,Winter,Standard,XL,Yes,52,,,,,,,37,78,3.1
20-25,Clothing,Teal,926,Yes,Monthly,Male,Jeans,Arizona,Cash,Yes,Winter,Express,L,Yes,22,,,,,,,8,88,4.9
50-55,Clothing,Green,927,Yes,Bi-Weekly,Male,Jeans,Massachusetts,Cash,Yes,Spring,Express,XL,Yes,54,,,,,,,11,63,4.4
25-30,Footwear,Black,928,Yes,Bi-Weekly,Male,Sneakers,New Mexico,Venmo,Yes,Summer,Standard,L,Yes,28,,,,,,,8,78,4.4
65-70,Clothing,Yellow,929,Yes,Every 3 Months,Male,Dress,Arkansas,Cash,Yes,Winter,Store Pickup,XL,Yes,67,,,,,,,31,37,3.4
55-60,Footwear,White,930,Yes,Fortnightly,Male,Boots,Nebraska,Debit Card,Yes,Fall,2-Day Shipping,M,Yes,59,94,930,,,94,,26,94,4.5
25-30,Clothing,Green,931,Yes,Bi-Weekly,Male,T-shirt,Hawaii,Credit Card,Yes,Fall,Store Pickup,L,Yes,26,78,931,,78,,,20,78,4.5
20-25,Outerwear,Silver,932,Yes,Fortnightly,Male,Coat,Nebraska,Bank Transfer,Yes,Winter,Standard,M,Yes,24,,,,,,,24,36,4.1
60-65,Clothing,Blue,933,Yes,Bi-Weekly,Male,Skirt,Indiana,Debit Card,Yes,Winter,Standard,L,Yes,62,,,,,,,45,24,3.2
70-75,Footwear,Magenta,934,Yes,Monthly,Male,Sneakers,Colorado,Debit Card,Yes,Spring,Store Pickup,M,Yes,70,,,,,,,33,84,2.7
45-50,Clothing,Yellow,935,Yes,Monthly,Male,Jeans,Oregon,Bank Transfer,Yes,Spring,Express,S,Yes,45,,,,,,,21,47,3.7
55-60,Clothing,White,936,Yes,Fortnightly,Male,Hoodie,Ohio,Bank Transfer,Yes,Fall,Store Pickup,L,Yes,58,51,936,,51,,,2,51,2.6
30-35,Footwear,Pink,937,Yes,Weekly,Male,Shoes,Maine,Cash,Yes,Summer,Free Shipping,M,Yes,31,,,,,,,28,84,2.7
30-35,Clothing,Magenta,938,Yes,Quarterly,Male,Shorts,Iowa,Venmo,Yes,Summer,Express,M,Yes,32,,,,,,,18,24,2.7
35-40,Clothing,Teal,939,Yes,Fortnightly,Male,Blouse,Wisconsin,Debit Card,Yes,Fall,Free Shipping,S,Yes,36,97,939,,97,,,21,97,4.8
25-30,Clothing,Indigo,940,Yes,Monthly,Male,T-shirt,New York,Credit Card,Yes,Winter,Next Day Air,L,Yes,25,,,,,,,24,89,4.8
45-50,Accessories,Maroon,941,Yes,Every 3 Months,Male,Belt,Colorado,PayPal,Yes,Spring,Store Pickup,S,Yes,48,,,,,,,15,44,2.6
35-40,Accessories,Black,942,Yes,Every 3 Months,Male,Handbag,Illinois,PayPal,Yes,Winter,2-Day Shipping,L,Yes,39,,,,,,,38,35,4.5
25-30,Clothing,Cyan,943,Yes,Bi-Weekly,Male,Dress,Arizona,PayPal,Yes,Winter,Express,M,Yes,26,,,,,,,38,91,3.2
30-35,Accessories,Cyan,944,Yes,Fortnightly,Male,Hat,Oklahoma,Venmo,Yes,Winter,Next Day Air,L,Yes,32,,,,,,,13,63,3.8
50-55,Accessories,Gray,945,Yes,Bi-Weekly,Male,Belt,Indiana,Cash,Yes,Spring,Express,S,Yes,54,,,,,,,39,97,4.8
35-40,Footwear,Violet,946,Yes,Every 3 Months,Male,Boots,Minnesota,Venmo,Yes,Summer,Store Pickup,M,Yes,38,,,,,,,8,38,4.1
45-50,Outerwear,Blue,947,Yes,Quarterly,Male,Coat,Pennsylvania,PayPal,Yes,Spring,Next Day Air,XL,Yes,46,,,,,,,4,24,2.8
55-60,Clothing,Charcoal,948,Yes,Every 3 Months,Male,Blouse,Indiana,Cash,Yes,Winter,Store Pickup,M,Yes,57,,,,,,,6,32,3.9
45-50,Accessories,Olive,949,Yes,Every 3 Months,Male,Hat,Alabama,Venmo,Yes,Summer,Express,L,Yes,49,,,,,,,11,90,4.9
30-35,Clothing,Olive,950,Yes,Monthly,Male,Jeans,Montana,Venmo,Yes,Summer,Standard,M,Yes,33,,,,,,,49,36,3.4
50-55,Accessories,Turquoise,951,Yes,Quarterly,Male,Backpack,New Mexico,PayPal,Yes,Winter,Free Shipping,XL,Yes,54,,,,,,,30,37,4.1
45-50,Clothing,Cyan,952,Yes,Monthly,Male,Dress,Alaska,Bank Transfer,Yes,Summer,Express,M,Yes,47,,,,,,,34,51,2.9
35-40,Accessories,Red,953,Yes,Monthly,Male,Hat,Idaho,PayPal,Yes,Fall,2-Day Shipping,S,Yes,36,71,953,71,,,,28,71,3.1
65-70,Accessories,Cyan,954,Yes,Quarterly,Male,Sunglasses,Utah,Venmo,Yes,Spring,2-Day Shipping,S,Yes,68,,,,,,,36,50,3.6
60-65,Accessories,Turquoise,955,Yes,Every 3 Months,Male,Hat,Louisiana,Credit Card,Yes,Fall,Standard,S,Yes,60,74,955,74,,,,18,74,3.5
55-60,Clothing,Lavender,956,Yes,Monthly,Male,Dress,Mississippi,PayPal,Yes,Summer,Free Shipping,L,Yes,55,,,,,,,4,75,3.4
25-30,Clothing,Cyan,957,Yes,Quarterly,Male,Shirt,Mississippi,Debit Card,Yes,Spring,2-Day Shipping,XL,Yes,29,,,,,,,42,99,2.9
35-40,Accessories,Violet,958,Yes,Quarterly,Male,Scarf,Indiana,Cash,Yes,Spring,Store Pickup,XL,Yes,38,,,,,,,11,23,4.7
70-75,Footwear,Beige,959,Yes,Bi-Weekly,Male,Sneakers,Washington,Credit Card,Yes,Winter,Free Shipping,XL,Yes,70,,,,,,,31,53,4.4
35-40,Clothing,Cyan,960,Yes,Fortnightly,Male,Skirt,Nevada,Cash,Yes,Spring,Standard,M,Yes,36,,,,,,,12,99,2.6
15-20,Accessories,Indigo,961,Yes,Quarterly,Male,Jewelry,Louisiana,Venmo,Yes,Spring,Standard,XL,Yes,18,,,,,,,20,48,4.4
60-65,Footwear,Olive,962,Yes,Quarterly,Male,Boots,Pennsylvania,Debit Card,Yes,Fall,Next Day Air,L,Yes,62,72,962,,,72,,37,72,3.7
25-30,Accessories,Green,963,Yes,Fortnightly,Male,Sunglasses,Michigan,Debit Card,Yes,Spring,Standard,L,Yes,29,,,,,,,26,64,4.4
20-25,Footwear,Green,964,Yes,Weekly,Male,Boots,South Carolina,Credit Card,Yes,Spring,2-Day Shipping,L,Yes,21,,,,,,,14,63,2.5
40-45,Footwear,Beige,965,Yes,Bi-Weekly,Male,Sandals,Arizona,Venmo,Yes,Spring,Next Day Air,M,Yes,42,,,,,,,12,51,2.6
40-45,Footwear,Black,966,Yes,Annually,Male,Boots,Delaware,Credit Card,Yes,Spring,Store Pickup,L,Yes,43,,,,,,,10,55,5
55-60,Clothing,Brown,967,Yes,Annually,Male,Dress,Kentucky,Cash,Yes,Spring,Express,M,Yes,58,,,,,,,19,55,4.9
25-30,Clothing,Silver,968,Yes,Weekly,Male,Hoodie,Georgia,Cash,Yes,Summer,Store Pickup,S,Yes,27,,,,,,,4,26,3.7
55-60,Clothing,Gray,969,Yes,Quarterly,Male,Shorts,North Carolina,Bank Transfer,Yes,Summer,Next Day Air,L,Yes,57,,,,,,,48,67,3.1
40-45,Outerwear,Pink,970,Yes,Monthly,Male,Coat,California,PayPal,Yes,Fall,Express,S,Yes,40,31,970,,,,31,37,31,3.2
45-50,Clothing,Maroon,971,Yes,Monthly,Male,Jeans,California,Cash,Yes,Winter,Free Shipping,S,Yes,45,,,,,,,4,66,4.4
45-50,Accessories,Cyan,972,Yes,Weekly,Male,Sunglasses,Indiana,Credit Card,Yes,Summer,Next Day Air,M,Yes,47,,,,,,,15,67,4.3
60-65,Footwear,Gold,973,Yes,Weekly,Male,Sneakers,Colorado,Credit Card,Yes,Winter,Standard,L,Yes,61,,,,,,,33,61,3
60-65,Outerwear,Teal,974,Yes,Quarterly,Male,Jacket,Colorado,Bank Transfer,Yes,Fall,2-Day Shipping,M,Yes,60,75,974,,,,75,30,75,3.5
65-70,Clothing,Beige,975,Yes,Monthly,Male,Skirt,North Carolina,Bank Transfer,Yes,Spring,2-Day Shipping,M,Yes,69,,,,,,,23,90,3.6
55-60,Clothing,Olive,976,Yes,Weekly,Male,Sweater,Washington,Bank Transfer,Yes,Summer,2-Day Shipping,M,Yes,58,,,,,,,2,40,3.8
30-35,Clothing,Gray,977,Yes,Every 3 Months,Male,T-shirt,Florida,Credit Card,Yes,Fall,Express,M,Yes,34,90,977,,90,,,50,90,3.6
20-25,Accessories,Black,978,Yes,Bi-Weekly,Male,Belt,Washington,Cash,Yes,Spring,Express,M,Yes,20,,,,,,,34,20,4.6
55-60,Accessories,Turquoise,979,Yes,Weekly,Male,Gloves,Colorado,Credit Card,Yes,Summer,Standard,M,Yes,56,,,,,,,33,40,2.5
60-65,Accessories,Brown,980,Yes,Monthly,Male,Hat,New Hampshire,Debit Card,Yes,Fall,Store Pickup,S,Yes,64,33,980,33,,,,34,33,3.5
55-60,Footwear,Magenta,981,Yes,Every 3 Months,Male,Boots,Maryland,PayPal,Yes,Spring,Free Shipping,S,Yes,56,,,,,,,39,98,4
25-30,Accessories,Silver,982,Yes,Quarterly,Male,Belt,Maryland,Credit Card,Yes,Spring,Next Day Air,M,Yes,27,,,,,,,47,42,3.5
35-40,Outerwear,Red,983,Yes,Monthly,Male,Coat,Texas,PayPal,Yes,Summer,Standard,S,Yes,35,,,,,,,37,62,3.2
20-25,Accessories,Indigo,984,Yes,Bi-Weekly,Male,Hat,New Mexico,Venmo,Yes,Winter,Free Shipping,L,Yes,24,,,,,,,40,45,3.5
25-30,Footwear,Green,985,Yes,Bi-Weekly,Male,Shoes,Utah,Credit Card,Yes,Summer,Free Shipping,M,Yes,26,,,,,,,8,78,3.4
30-35,Accessories,Gray,986,Yes,Annually,Male,Handbag,West Virginia,Bank Transfer,Yes,Fall,Express,M,Yes,32,80,986,80,,,,12,80,5
50-55,Accessories,Peach,987,Yes,Monthly,Male,Scarf,Connecticut,Bank Transfer,Yes,Spring,Store Pickup,S,Yes,54,,,,,,,36,96,4.5
60-65,Accessories,Charcoal,988,Yes,Weekly,Male,Handbag,West Virginia,PayPal,Yes,Summer,Express,M,Yes,62,,,,,,,48,47,2.8
50-55,Clothing,Orange,989,Yes,Fortnightly,Male,Pants,Ohio,PayPal,Yes,Winter,2-Day Shipping,M,Yes,50,,,,,,,47,84,4.9
70-75,Footwear,Beige,990,Yes,Monthly,Male,Shoes,Texas,Bank Transfer,Yes,Spring,Store Pickup,M,Yes,70,,,,,,,2,31,3.1
45-50,Accessories,Yellow,991,Yes,Weekly,Male,Sunglasses,Washington,Cash,Yes,Spring,Store Pickup,S,Yes,48,,,,,,,24,63,4.8
20-25,Clothing,White,992,Yes,Bi-Weekly,Male,Shorts,Wisconsin,Bank Transfer,Yes,Spring,Standard,XL,Yes,20,,,,,,,40,97,2.7
45-50,Outerwear,Gray,993,Yes,Weekly,Male,Jacket,Louisiana,Debit Card,Yes,Winter,Express,M,Yes,46,,,,,,,50,99,4.6
50-55,Footwear,Peach,994,Yes,Weekly,Male,Sandals,Iowa,Cash,Yes,Winter,Store Pickup,M,Yes,51,,,,,,,25,90,4.4
50-55,Footwear,Violet,995,Yes,Monthly,Male,Shoes,New York,Debit Card,Yes,Fall,Express,L,Yes,53,68,995,,,68,,20,68,3.2
40-45,Accessories,Magenta,996,Yes,Weekly,Male,Jewelry,Idaho,Venmo,Yes,Spring,2-Day Shipping,M,Yes,44,,,,,,,10,80,3
25-30,Footwear,Maroon,997,Yes,Quarterly,Male,Sandals,Delaware,Bank Transfer,Yes,Summer,Standard,L,Yes,29,,,,,,,32,91,4.9
60-65,Clothing,Cyan,998,Yes,Fortnightly,Male,Pants,Kentucky,Cash,Yes,Spring,Express,M,Yes,64,,,,,,,31,30,3.6
50-55,Footwear,White,999,Yes,Bi-Weekly,Male,Shoes,Connecticut,Bank Transfer,Yes,Spring,Next Day Air,M,Yes,51,,,,,,,48,90,3.8
50-55,Clothing,Brown,1000,Yes,Monthly,Male,Socks,New Mexico,Debit Card,Yes,Spring,Standard,L,Yes,50,,,,,,,23,28,2.9
70-75,Accessories,Teal,2981,No,Monthly,Female,Gloves,New Jersey,Bank Transfer,No,Fall,2-Day Shipping,L,No,70,93,2981,93,,,,9,93,4.4
25-30,Accessories,Olive,3292,No,Monthly,Female,Belt,New Mexico,Cash,No,Fall,2-Day Shipping,L,No,29,51,3292,51,,,,11,51,2.6
65-70,Accessories,Olive,3405,No,Annually,Female,Gloves,South Carolina,Credit Card,No,Fall,2-Day Shipping,L,No,69,34,3405,34,,,,34,34,3.9
45-50,Accessories,Magenta,3441,No,Weekly,Female,Handbag,Maryland,PayPal,No,Fall,2-Day Shipping,L,No,45,63,3441,63,,,,2,63,4.3
30-35,Accessories,Brown,2827,No,Annually,Female,Handbag,Florida,Venmo,No,Fall,Express,L,No,32,43,2827,43,,,,23,43,3.6
45-50,Accessories,Green,2777,No,Annually,Female,Scarf,Wyoming,Bank Transfer,No,Fall,Free Shipping,L,No,46,62,2777,62,,,,6,62,2.9
45-50,Accessories,Maroon,2952,No,Weekly,Female,Scarf,Arkansas,Cash,No,Fall,Free Shipping,L,No,47,99,2952,99,,,,14,99,4.6
50-55,Accessories,Green,3183,No,Annually,Female,Sunglasses,Georgia,Credit Card,No,Fall,Free Shipping,L,No,50,97,3183,97,,,,4,97,3.6
15-20,Accessories,Lavender,3111,No,Bi-Weekly,Female,Handbag,Texas,Bank Transfer,No,Fall,Next Day Air,L,No,19,46,3111,46,,,,2,46,4.6
50-55,Accessories,Silver,3093,No,Bi-Weekly,Female,Sunglasses,Utah,Bank Transfer,No,Fall,Next Day Air,L,No,52,54,3093,54,,,,14,54,3.5
60-65,Accessories,Olive,2873,No,Annually,Female,Jewelry,Connecticut,Cash,No,Fall,Next Day Air,L,No,63,48,2873,48,,,,5,48,2.6
60-65,Accessories,Olive,3237,No,Monthly,Female,Belt,South Carolina,Cash,No,Fall,Next Day Air,L,No,63,84,3237,84,,,,8,84,4.1
40-45,Accessories,Red,3360,No,Monthly,Female,Sunglasses,New Hampshire,Debit Card,No,Fall,Next Day Air,L,No,43,74,3360,74,,,,29,74,3.9
30-35,Accessories,Yellow,2972,No,Every 3 Months,Female,Handbag,Utah,PayPal,No,Fall,Next Day Air,L,No,30,100,2972,100,,,,9,100,3.9
